account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial_x,is_churned,total_subscriptions,churned_subscriptions,total_mrr,avg_mrr,total_arr,max_tenure_months,avg_tenure_months,has_upgraded,has_downgraded,is_trial_y,auto_renew_count,sub_churn_rate,total_usage_events,total_usage_count,total_usage_duration,avg_usage_duration,total_errors,unique_features_used,beta_feature_usage,engagement_score,total_tickets,escalated_tickets,avg_resolution_hours,avg_first_response_mins,avg_satisfaction,urgent_tickets,escalation_rate,TenureGroup,signup_month,signup_year,signup_quarter,RevenueTier,EngagementTier,CLV,HighRisk
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,11,1,13107,1191.5454545454545,157284,27.9,21.563636363636363,True,True,True,8,0.091,42,420,122432,2915.0476190476193,14,25,5,51.19,2.0,0.0,53.0,109.5,4.5,0.0,0.0,24+ Months,2024-02,2024,2024Q1,Medium,Medium,25694.05,0
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,5,1,13028,2605.6,156336,19.6,15.180000000000001,False,False,False,5,0.2,19,189,65006,3421.3684210526317,6,15,1,27.72,3.0,0.0,34.33,60.0,4.0,0.0,0.0,13-24 Months,2024-10,2024,2024Q4,Medium,Low,39553.01,0
A-cbd1a3,Company_325,Devtools,US,2024-11-25,other,Basic,6,False,True,10,0,16351,1635.1,196212,19.2,18.79,True,False,True,8,0.0,45,465,128809,2862.4222222222224,32,29,3,58.33,4.0,0.0,34.5,81.75,4.0,1.0,0.0,13-24 Months,2024-11,2024,2024Q4,Medium,Medium,30723.53,0
A-a8d89d,Company_326,Edtech,US,2023-12-08,ads,Pro,13,False,False,12,0,29320,2443.3333333333335,351840,30.8,23.191666666666666,True,False,True,11,0.0,54,551,170966,3166.037037037037,26,32,5,66.16,2.0,0.0,44.5,139.0,4.5,0.0,0.0,24+ Months,2023-12,2023,2023Q4,Very High,Medium,56664.97,0
A-600734,Company_327,Devtools,US,2023-11-14,organic,Pro,29,True,True,13,2,18132,1394.7692307692307,217584,29.8,21.661538461538463,True,False,True,10,0.154,69,660,190076,2754.7246376811595,30,33,11,72.59,7.0,1.0,52.57,89.43,3.86,3.0,0.14,24+ Months,2023-11,2023,2023Q4,Medium,Medium,30212.85,0
A-86fc1d,Company_328,Devtools,UK,2024-07-26,partner,Basic,26,False,False,9,2,15181,1686.7777777777778,182172,22.8,16.055555555555557,True,False,True,8,0.222,37,363,111108,3002.9189189189187,26,26,3,49.74,5.0,0.0,27.0,59.2,4.0,3.0,0.0,13-24 Months,2024-07,2024,2024Q3,Medium,Low,27082.15,0
A-78f02b,Company_329,Healthtech,US,2024-11-17,event,Enterprise,11,False,False,4,0,15081,3770.25,180972,19.4,19.05,True,False,False,3,0.0,20,211,62349,3117.45,16,17,3,31.27,4.0,0.0,45.75,55.0,4.0,0.0,0.0,13-24 Months,2024-11,2024,2024Q4,Medium,Low,71823.26,0
A-acb7f7,Company_330,Edtech,US,2024-01-06,ads,Basic,32,False,False,12,0,32574,2714.5,390888,30.0,24.724999999999998,True,True,True,10,0.0,62,612,176628,2848.8387096774195,36,33,10,70.31,3.0,0.0,41.0,91.0,3.67,1.0,0.0,24+ Months,2024-01,2024,2024Q1,Very High,Medium,67116.01,0
A-712f1c,Company_331,Devtools,US,2023-12-16,ads,Basic,17,False,True,12,1,42999,3583.25,515988,30.1,23.808333333333334,True,False,True,10,0.083,68,631,181302,2666.205882352941,33,32,5,69.96,6.0,0.0,41.67,88.83,4.0,2.0,0.0,24+ Months,2023-12,2023,2023Q4,Very High,Medium,85311.21,0
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False,7,1,26705,3815.0,320460,31.6,24.942857142857143,True,True,True,6,0.143,38,352,97381,2562.657894736842,11,25,1,47.96,4.0,0.0,43.75,100.25,4.0,0.0,0.0,24+ Months,2023-03,2023,2023Q1,High,Low,95157.0,0
A-9a532a,Company_333,Healthtech,US,2024-07-06,partner,Enterprise,11,False,False,4,0,10945,2736.25,131340,22.2,21.3,False,False,True,4,0.0,18,185,75595,4199.722222222223,15,16,4,28.78,2.0,0.0,57.5,128.5,4.0,0.0,0.0,13-24 Months,2024-07,2024,2024Q3,Low,Low,58282.12,0
A-2ebb4b,Company_334,Healthtech,US,2023-05-15,ads,Basic,41,False,False,10,1,30688,3068.8,368256,37.2,26.869999999999997,True,False,True,10,0.1,50,488,143502,2870.04,33,27,7,56.92,2.0,0.0,43.5,136.5,3.0,0.0,0.0,24+ Months,2023-05,2023,2023Q2,Very High,Medium,82458.66,0
A-6843f2,Company_335,Healthtech,CA,2024-12-10,ads,Enterprise,21,False,False,9,0,16520,1835.5555555555557,198240,18.7,18.355555555555554,False,True,True,9,0.0,46,481,126424,2748.3478260869565,17,24,3,52.84,2.0,0.0,36.5,78.0,3.0,0.0,0.0,13-24 Months,2024-12,2024,2024Q4,Medium,Medium,33692.64,0
A-c9bb3e,Company_336,Edtech,US,2024-03-24,ads,Pro,5,False,False,10,1,15217,1521.7,182604,26.3,20.43,True,False,True,9,0.1,46,474,171153,3720.717391304348,20,27,2,56.26,7.0,1.0,27.71,86.14,4.14,2.0,0.14,24+ Months,2024-03,2024,2024Q1,Medium,Medium,31088.33,0
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,False,True,11,1,87957,7996.090909090909,1055484,21.2,18.045454545454547,True,True,True,8,0.091,60,587,168767,2812.7833333333333,43,35,7,71.62,4.0,1.0,18.75,97.0,4.0,2.0,0.25,13-24 Months,2024-09,2024,2024Q3,Very High,Medium,144293.1,0
A-b7b7b7,Company_338,Fintech,US,2024-06-30,event,Basic,24,False,True,12,0,28558,2379.8333333333335,342696,23.7,21.175,True,False,True,11,0.0,55,571,166390,3025.2727272727275,26,31,6,65.86,3.0,0.0,17.0,99.0,4.67,0.0,0.0,13-24 Months,2024-06,2024,2024Q2,High,Medium,50392.97,0
A-ccc747,Company_339,Healthtech,FR,2024-01-12,event,Pro,16,False,True,6,1,4812,802.0,57744,25.7,19.633333333333333,True,False,True,2,0.167,30,284,89582,2986.0666666666666,13,23,3,42.24,4.0,1.0,32.25,83.25,4.25,1.0,0.25,24+ Months,2024-01,2024,2024Q1,Low,Low,15745.93,0
A-bb3bd4,Company_340,Healthtech,US,2024-01-27,ads,Basic,23,False,False,7,0,7452,1064.5714285714287,89424,27.0,22.685714285714287,True,False,True,7,0.0,30,315,93609,3120.3,11,18,1,37.46,11.0,0.0,32.73,106.36,4.09,3.0,0.0,24+ Months,2024-01,2024,2024Q1,Low,Low,24150.56,0
A-09316c,Company_341,Fintech,AU,2024-09-11,organic,Enterprise,70,False,False,11,0,70000,6363.636363636364,840000,21.4,19.763636363636365,True,False,True,10,0.0,54,566,149461,2767.796296296296,31,28,5,61.88,4.0,1.0,54.75,106.25,3.75,0.0,0.25,13-24 Months,2024-09,2024,2024Q3,Very High,Medium,125768.6,0
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Enterprise,39,False,False,8,0,30426,3803.25,365112,25.4,21.8625,True,True,False,7,0.0,49,482,152806,3118.4897959183672,25,30,5,60.39,3.0,0.0,51.33,67.0,3.33,0.0,0.0,24+ Months,2024-05,2024,2024Q2,Very High,Medium,83148.55,0
A-bc4d48,Company_343,Edtech,US,2024-06-12,ads,Pro,35,True,False,7,0,12390,1770.0,148680,24.3,22.214285714285715,True,False,True,4,0.0,32,321,89391,2793.46875,9,24,1,45.24,6.0,1.0,41.17,65.83,4.17,1.0,0.17,24+ Months,2024-06,2024,2024Q2,Medium,Low,39319.29,0
A-b30291,Company_344,Healthtech,US,2024-04-05,event,Basic,5,True,True,10,1,5375,537.5,64500,26.9,21.02,False,False,True,10,0.1,48,519,161097,3356.1875,31,26,8,57.14,1.0,0.0,16.0,1.0,4.0,1.0,0.0,24+ Months,2024-04,2024,2024Q2,Low,Medium,11298.25,0
A-cdf020,Company_345,Devtools,AU,2023-08-16,organic,Pro,23,False,False,8,3,18072,2259.0,216864,29.4,17.975,True,False,True,6,0.375,40,379,119522,2988.05,16,25,4,49.25,4.0,0.0,29.5,39.25,4.0,1.0,0.0,24+ Months,2023-08,2023,2023Q3,Medium,Low,40605.52,0
A-e6afc1,Company_346,Devtools,US,2023-02-24,ads,Pro,1,False,False,11,0,22582,2052.909090909091,270984,37.6,29.636363636363637,False,False,True,9,0.0,71,679,196287,2764.605633802817,30,32,6,72.24,0.0,,,,,,,24+ Months,2023-02,2023,2023Q1,High,Medium,60840.76,0
A-e3bd71,Company_347,Cybersecurity,US,2023-03-25,partner,Basic,31,False,False,11,1,41630,3784.5454545454545,499560,39.3,24.70909090909091,True,True,True,8,0.091,61,638,187024,3065.967213114754,27,32,3,70.29,4.0,0.0,30.25,119.0,4.0,1.0,0.0,24+ Months,2023-03,2023,2023Q1,Very High,Medium,93512.68,0
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27,ads,Basic,43,False,False,5,0,17931,3586.2,215172,20.2,18.86,False,False,True,5,0.0,39,398,110855,2842.4358974358975,18,23,5,47.65,6.0,0.0,24.67,94.33,4.0,2.0,0.0,13-24 Months,2024-10,2024,2024Q4,Medium,Low,67635.73,0
A-098560,Company_349,Devtools,UK,2023-10-21,ads,Enterprise,1,False,True,11,1,12326,1120.5454545454545,147912,30.9,22.681818181818183,True,False,True,8,0.091,55,567,174302,3169.1272727272726,32,32,8,66.92,2.0,1.0,28.0,100.0,3.0,0.0,0.5,24+ Months,2023-10,2023,2023Q4,Medium,Medium,25416.01,0
A-82861f,Company_350,Devtools,UK,2024-04-25,organic,Basic,41,False,False,10,3,43633,4363.3,523596,25.6,16.89,False,False,False,8,0.3,50,462,130873,2617.46,41,28,4,56.94,5.0,0.0,24.4,55.0,3.2,2.0,0.0,24+ Months,2024-04,2024,2024Q2,Very High,Medium,73696.14,0
A-94c3cd,Company_351,Fintech,CA,2023-09-20,other,Enterprise,32,False,False,6,0,9036,1506.0,108432,30.0,22.55,False,False,True,4,0.0,31,306,104197,3361.1935483870966,18,18,4,37.03,4.0,1.0,44.75,116.5,3.75,1.0,0.25,24+ Months,2023-09,2023,2023Q3,Low,Low,33960.3,0
A-a33200,Company_352,Healthtech,US,2024-09-15,partner,Basic,29,False,False,12,1,28913,2409.4166666666665,346956,21.2,18.325,True,False,False,9,0.083,55,517,150997,2745.4,26,33,5,65.8,3.0,0.0,36.33,88.33,4.33,1.0,0.0,13-24 Months,2024-09,2024,2024Q3,Very High,Medium,44152.56,0
A-034368,Company_353,Edtech,US,2023-11-05,event,Enterprise,19,False,False,5,0,11194,2238.8,134328,30.8,22.7,False,False,True,4,0.0,28,265,80423,2872.25,24,20,4,37.58,5.0,0.0,41.2,91.8,4.0,1.0,0.0,24+ Months,2023-11,2023,2023Q4,Low,Low,50820.76,0
A-b54c01,Company_354,Devtools,US,2024-09-29,event,Enterprise,29,False,False,4,0,3393,848.25,40716,20.8,19.825000000000003,False,False,True,3,0.0,23,226,64973,2824.913043478261,17,15,3,29.48,5.0,0.0,42.6,77.2,3.6,0.0,0.0,13-24 Months,2024-09,2024,2024Q3,Low,Low,16816.56,0
A-d82ef9,Company_355,Edtech,UK,2024-07-02,other,Basic,26,False,True,14,1,14327,1023.3571428571429,171924,23.7,20.057142857142857,True,True,True,9,0.071,68,679,194022,2853.264705882353,46,32,5,72.24,5.0,1.0,39.8,91.6,4.2,2.0,0.2,13-24 Months,2024-07,2024,2024Q3,Medium,Medium,20525.62,0
A-bb2f49,Company_356,Cybersecurity,US,2023-05-28,other,Pro,8,False,False,11,1,23990,2180.909090909091,287880,36.4,25.318181818181817,True,True,True,10,0.091,60,618,190070,3167.8333333333335,41,31,2,68.09,3.0,0.0,22.33,102.33,4.0,1.0,0.0,24+ Months,2023-05,2023,2023Q2,High,Medium,55216.65,0
A-1f559b,Company_357,Healthtech,US,2023-09-04,organic,Enterprise,5,True,True,10,2,11756,1175.6,141072,30.5,21.43,False,True,False,6,0.2,40,400,117267,2931.675,27,29,4,55.24,5.0,0.0,50.4,116.2,4.2,2.0,0.0,24+ Months,2023-09,2023,2023Q3,Low,Medium,25193.11,0
A-5a215a,Company_358,Edtech,FR,2024-01-05,other,Enterprise,87,False,False,18,6,130152,7230.666666666667,1561824,29.2,17.333333333333332,True,False,True,15,0.333,80,807,271652,3395.65,71,32,8,78.32,4.0,0.0,29.5,38.0,4.0,2.0,0.0,24+ Months,2024-01,2024,2024Q1,Very High,High,125331.56,0
A-3f9cc0,Company_359,Healthtech,US,2024-06-03,event,Basic,22,False,False,7,0,19940,2848.5714285714284,239280,24.4,23.8,True,True,True,5,0.0,42,407,124321,2960.0238095238096,24,25,0,50.58,5.0,1.0,34.8,112.6,4.2,2.0,0.2,24+ Months,2024-06,2024,2024Q2,High,Medium,67796.0,0
A-f9cc74,Company_360,Devtools,FR,2024-10-12,partner,Enterprise,30,True,False,10,1,15557,1555.7,186684,20.7,17.54,True,False,True,8,0.1,50,484,130826,2616.52,22,30,7,60.48,6.0,0.0,49.83,118.33,4.0,0.0,0.0,13-24 Months,2024-10,2024,2024Q4,Medium,Medium,27286.98,0
A-ed510f,Company_361,Cybersecurity,IN,2023-01-17,partner,Basic,42,False,False,10,1,36162,3616.2,433944,40.1,26.01,True,False,True,7,0.1,49,493,160744,3280.4897959183672,28,27,5,57.16,9.0,0.0,44.56,82.56,4.0,3.0,0.0,24+ Months,2023-01,2023,2023Q1,Very High,Medium,94057.36,0
A-5c9849,Company_362,Edtech,IN,2024-11-03,partner,Basic,19,False,False,9,1,36755,4083.8888888888887,441060,19.7,17.0,True,False,True,7,0.111,46,473,151483,3293.108695652174,23,30,2,59.96,4.0,1.0,59.5,41.0,4.0,2.0,0.25,13-24 Months,2024-11,2024,2024Q4,Very High,Medium,69426.11,0
A-a7bd4b,Company_363,Cybersecurity,US,2023-02-15,ads,Enterprise,5,False,False,11,3,6268,569.8181818181819,75216,39.8,23.69090909090909,True,False,True,9,0.273,55,576,166772,3032.2181818181816,37,29,5,63.6,6.0,0.0,36.83,86.17,3.5,1.0,0.0,24+ Months,2023-02,2023,2023Q1,Low,Medium,13499.51,0
A-d4ac0e,Company_364,Devtools,UK,2024-04-20,ads,Basic,18,False,False,19,1,27557,1450.3684210526317,330684,25.8,21.16842105263158,True,False,True,17,0.053,80,793,245619,3070.2375,53,38,9,85.15,4.0,0.0,21.0,34.0,3.75,0.0,0.0,24+ Months,2024-04,2024,2024Q2,High,High,30702.01,0
A-ffdfd5,Company_365,Edtech,US,2024-04-13,organic,Basic,3,False,True,10,1,14322,1432.2,171864,26.4,19.69,True,False,True,8,0.1,52,529,139609,2684.7884615384614,28,29,4,61.37,0.0,,,,,,,24+ Months,2024-04,2024,2024Q2,Medium,Medium,28200.02,0
A-0dbdc6,Company_366,Cybersecurity,DE,2023-02-12,other,Pro,30,False,True,9,0,28273,3141.4444444444443,339276,36.9,25.799999999999997,False,False,True,8,0.0,52,512,155107,2982.826923076923,31,32,6,64.31,4.0,0.0,47.0,95.25,4.25,0.0,0.0,24+ Months,2023-02,2023,2023Q1,High,Medium,81049.27,0
A-7cfe77,Company_367,Devtools,US,2024-07-10,ads,Pro,69,False,False,5,0,12765,2553.0,153180,23.1,21.28,True,True,False,5,0.0,19,205,57582,3030.6315789473683,11,16,1,29.73,7.0,0.0,30.71,105.57,3.71,1.0,0.0,13-24 Months,2024-07,2024,2024Q3,Medium,Low,54327.84,0
A-1f0636,Company_368,Edtech,AU,2024-01-01,partner,Pro,105,False,False,11,1,94710,8610.0,1136520,28.3,22.727272727272727,True,False,True,9,0.091,68,685,212120,3119.4117647058824,30,32,4,72.53,2.0,0.0,38.5,75.0,3.5,0.0,0.0,24+ Months,2024-01,2024,2024Q1,Very High,Medium,195681.82,0
A-40de06,Company_369,Cybersecurity,US,2023-05-08,event,Enterprise,28,False,True,16,2,28862,1803.875,346344,37.2,25.375,True,True,True,13,0.125,91,902,267400,2938.4615384615386,43,37,14,89.08,3.0,0.0,40.33,67.67,4.0,1.0,0.0,24+ Months,2023-05,2023,2023Q2,High,High,45773.33,0
A-cb5333,Company_370,Devtools,US,2024-03-26,ads,Pro,33,False,False,16,1,26256,1641.0,315072,27.1,21.78125,False,True,True,12,0.062,82,796,263767,3216.670731707317,34,36,8,82.8,4.0,0.0,30.75,85.75,3.75,1.0,0.0,24+ Months,2024-03,2024,2024Q1,High,High,35743.03,0
A-309e54,Company_371,Devtools,US,2024-12-09,other,Pro,15,False,False,11,1,28549,2595.3636363636365,342588,18.6,16.636363636363637,False,True,True,11,0.091,52,509,168199,3234.596153846154,24,28,3,59.17,5.0,0.0,23.8,90.2,3.8,2.0,0.0,13-24 Months,2024-12,2024,2024Q4,High,Medium,43177.41,0
A-6e7827,Company_372,Devtools,US,2023-03-26,other,Basic,1,False,False,9,1,8344,927.1111111111111,100128,37.0,25.01111111111111,True,False,False,7,0.111,41,419,123307,3007.487804878049,31,24,3,49.9,2.0,0.0,51.0,83.5,3.5,0.0,0.0,24+ Months,2023-03,2023,2023Q1,Low,Low,23188.08,0
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,2,False,False,8,1,17263,2157.875,207156,23.4,18.4,True,False,False,7,0.125,24,276,99328,4138.666666666667,15,18,5,35.61,7.0,0.0,33.29,74.71,4.0,2.0,0.0,13-24 Months,2024-07,2024,2024Q3,Medium,Low,39704.9,0
A-5fe118,Company_374,Cybersecurity,US,2024-11-07,other,Enterprise,39,False,False,5,0,22290,4458.0,267480,19.0,18.740000000000002,False,False,True,4,0.0,21,233,59902,2852.4761904761904,12,14,5,28.56,1.0,0.0,19.0,26.0,4.0,1.0,0.0,13-24 Months,2024-11,2024,2024Q4,High,Low,83542.92,0
A-5247b3,Company_375,Fintech,UK,2024-03-12,partner,Pro,16,True,False,11,1,11791,1071.909090909091,141492,27.4,21.70909090909091,True,False,True,10,0.091,60,610,177212,2953.5333333333333,29,32,9,68.96,5.0,0.0,45.8,96.6,4.0,2.0,0.0,24+ Months,2024-03,2024,2024Q1,Low,Medium,23270.17,0
A-f44180,Company_376,Cybersecurity,UK,2023-02-13,event,Pro,9,False,False,11,2,28788,2617.090909090909,345456,39.6,24.854545454545452,False,False,True,8,0.182,52,520,164121,3156.173076923077,22,27,10,58.44,2.0,0.0,46.5,123.0,5.0,1.0,0.0,24+ Months,2023-02,2023,2023Q1,High,Medium,65046.6,0
A-c16cf7,Company_377,Edtech,US,2024-10-16,event,Pro,13,True,False,10,1,12274,1227.4,147288,20.5,17.56,False,False,True,8,0.1,58,577,144846,2497.344827586207,26,33,8,68.65,3.0,0.0,48.33,111.67,3.67,0.0,0.0,13-24 Months,2024-10,2024,2024Q4,Medium,Medium,21553.14,0
A-d42431,Company_378,Fintech,FR,2024-06-09,ads,Enterprise,22,True,False,9,1,21160,2351.1111111111113,253920,24.8,19.6,True,True,False,7,0.111,47,457,133864,2848.1702127659573,34,26,6,54.2,4.0,0.0,24.25,119.5,4.0,2.0,0.0,24+ Months,2024-06,2024,2024Q2,High,Medium,46081.78,0
A-6965e1,Company_379,Devtools,US,2024-11-25,organic,Basic,13,False,False,12,0,27765,2313.75,333180,18.9,18.508333333333333,True,True,True,8,0.0,59,627,188154,3189.0508474576272,29,27,4,63.52,3.0,0.0,39.0,128.33,3.67,0.0,0.0,13-24 Months,2024-11,2024,2024Q4,High,Medium,42823.66,0
A-0354fe,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,7,1,15470,2210.0,185640,19.9,16.585714285714285,True,False,True,5,0.143,45,463,152435,3387.4444444444443,29,28,3,56.98,4.0,0.0,20.0,69.25,4.0,0.0,0.0,13-24 Months,2024-10,2024,2024Q4,Medium,Medium,36654.43,0
A-0a62f5,Company_381,Fintech,UK,2024-09-11,partner,Pro,16,False,False,4,0,4861,1215.25,58332,21.5,19.725,False,False,False,4,0.0,25,244,74890,2995.6,7,20,2,36.59,2.0,0.0,33.5,105.0,4.0,1.0,0.0,13-24 Months,2024-09,2024,2024Q3,Low,Low,23970.81,0
A-f5641b,Company_382,Edtech,US,2024-03-30,other,Pro,31,False,False,10,1,39120,3912.0,469440,25.4,19.61,True,True,True,6,0.1,39,438,141649,3632.025641025641,18,27,4,54.55,4.0,1.0,47.5,98.0,3.5,1.0,0.25,24+ Months,2024-03,2024,2024Q1,Very High,Medium,76714.32,0
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,False,7,1,43521,6217.285714285715,522252,28.2,22.057142857142857,True,False,True,6,0.143,38,387,114913,3024.0263157894738,13,20,4,43.38,3.0,0.0,40.0,75.33,4.33,2.0,0.0,24+ Months,2024-02,2024,2024Q1,Very High,Low,137135.56,0
A-3b37d9,Company_384,Fintech,US,2023-01-27,event,Enterprise,23,False,False,7,1,19435,2776.4285714285716,233220,39.0,28.071428571428573,True,False,True,6,0.143,43,451,128119,2979.5116279069766,21,26,2,53.92,5.0,0.0,36.0,89.8,4.2,1.0,0.0,24+ Months,2023-01,2023,2023Q1,High,Medium,77938.32,0
A-54d94a,Company_385,Cybersecurity,IN,2023-05-01,event,Basic,27,False,False,11,1,12557,1141.5454545454545,150684,30.7,22.336363636363636,True,True,True,10,0.091,59,582,174162,2951.898305084746,28,30,7,65.14,4.0,0.0,53.75,82.75,3.75,0.0,0.0,24+ Months,2023-05,2023,2023Q2,Medium,Medium,25497.97,0
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41,True,False,11,3,18860,1714.5454545454545,226320,21.2,14.390909090909092,False,False,True,7,0.273,62,619,177209,2858.2096774193546,37,32,9,69.39,1.0,0.0,24.0,5.0,4.0,1.0,0.0,13-24 Months,2024-09,2024,2024Q3,High,Medium,24673.87,0
A-089363,Company_387,Fintech,AU,2023-05-06,event,Basic,2,False,False,14,2,21104,1507.4285714285713,253248,37.2,22.72142857142857,True,False,True,8,0.143,61,628,196491,3221.1639344262294,32,30,9,67.32,3.0,0.0,35.0,91.33,3.67,0.0,0.0,24+ Months,2023-05,2023,2023Q2,High,Medium,34250.93,0
A-524364,Company_388,Devtools,FR,2024-12-31,partner,Enterprise,3,False,False,6,0,9552,1592.0,114624,18.0,18.0,False,False,True,6,0.0,26,237,72569,2791.1153846153848,23,18,2,33.75,3.0,0.0,47.67,75.33,4.33,1.0,0.0,13-24 Months,2024-12,2024,2024Q4,Low,Low,28656.0,0
A-855a48,Company_389,Edtech,US,2023-12-22,partner,Pro,14,True,False,8,0,30376,3797.0,364512,29.2,26.5375,False,True,False,3,0.0,44,448,145908,3316.090909090909,16,26,7,53.77,5.0,0.0,39.6,122.0,3.8,1.0,0.0,24+ Months,2023-12,2023,2023Q4,Very High,Medium,100762.89,0
A-756192,Company_390,Fintech,IN,2023-06-11,other,Basic,19,False,False,10,0,21400,2140.0,256800,33.7,23.95,True,False,True,8,0.0,64,617,183585,2868.515625,43,32,3,69.3,3.0,0.0,37.33,102.33,4.0,2.0,0.0,24+ Months,2023-06,2023,2023Q2,High,Medium,51253.0,0
A-49b828,Company_391,Fintech,IN,2023-05-05,ads,Pro,6,False,False,14,0,31108,2222.0,373296,38.0,28.442857142857143,True,False,True,13,0.0,65,687,187183,2879.7384615384617,44,29,10,68.87,3.0,1.0,13.67,87.67,3.67,0.0,0.33,24+ Months,2023-05,2023,2023Q2,Very High,Medium,63200.03,0
A-c7ffc2,Company_392,Cybersecurity,US,2023-01-27,partner,Pro,30,True,False,12,0,36112,3009.3333333333335,433344,37.5,28.383333333333336,True,False,False,9,0.0,62,640,200957,3241.2419354838707,28,30,6,67.89,2.0,0.0,64.0,86.0,3.5,0.0,0.0,24+ Months,2023-01,2023,2023Q1,Very High,Medium,85414.91,0
A-751c58,Company_393,Fintech,UK,2024-07-18,organic,Basic,15,False,False,11,0,19597,1781.5454545454545,235164,23.2,20.945454545454545,True,False,True,9,0.0,53,574,179405,3385.0,12,31,3,66.01,5.0,0.0,39.6,130.0,4.2,0.0,0.0,13-24 Months,2024-07,2024,2024Q3,High,Medium,37315.28,0
A-72799b,Company_394,Devtools,FR,2023-11-13,event,Enterprise,20,False,True,10,1,17315,1731.5,207780,31.7,24.4,True,True,True,8,0.1,56,550,154998,2767.8214285714284,34,31,10,64.87,2.0,1.0,33.5,80.0,4.5,0.0,0.5,24+ Months,2023-11,2023,2023Q4,Medium,Medium,42248.6,0
A-812c5b,Company_395,Devtools,CA,2024-02-25,organic,Basic,55,False,True,13,0,29884,2298.769230769231,358608,27.1,21.83076923076923,False,False,True,12,0.0,88,866,269595,3063.5795454545455,46,33,11,82.37,4.0,0.0,27.0,88.25,4.0,2.0,0.0,24+ Months,2024-02,2024,2024Q1,Very High,High,50183.9,0
A-69b156,Company_396,Edtech,US,2023-11-21,other,Pro,7,False,True,9,2,14293,1588.111111111111,171516,30.3,18.966666666666665,False,True,True,7,0.222,36,360,102483,2846.75,20,24,2,47.09,7.0,0.0,32.0,100.57,4.0,0.0,0.0,24+ Months,2023-11,2023,2023Q4,Medium,Low,30121.17,0
A-075038,Company_397,Healthtech,UK,2023-05-12,ads,Basic,17,False,False,14,0,18909,1350.642857142857,226908,35.9,27.435714285714287,True,False,True,11,0.0,70,743,198728,2838.9714285714285,31,32,9,75.28,2.0,0.0,43.5,54.0,3.0,0.0,0.0,24+ Months,2023-05,2023,2023Q2,High,High,37055.85,0
A-940b8b,Company_398,Healthtech,DE,2024-03-19,organic,Basic,1,False,False,8,0,9640,1205.0,115680,27.1,23.95,True,True,True,6,0.0,35,362,121184,3462.4,32,23,3,45.94,3.0,0.0,41.33,89.33,4.0,1.0,0.0,24+ Months,2024-03,2024,2024Q1,Low,Low,28859.75,0
A-2d1036,Company_399,Fintech,US,2024-06-14,ads,Pro,69,False,True,13,3,64653,4973.307692307692,775836,24.0,17.223076923076924,False,True,False,10,0.231,69,692,181335,2628.0434782608695,40,31,10,71.61,5.0,1.0,37.8,49.0,4.6,1.0,0.2,13-24 Months,2024-06,2024,2024Q2,Very High,Medium,85655.66,0
A-0f6450,Company_400,Fintech,US,2024-12-27,other,Pro,28,True,True,11,0,23800,2163.6363636363635,285600,18.1,18.05454545454546,False,False,True,8,0.0,54,539,174670,3234.6296296296296,37,31,8,64.34,8.0,1.0,29.75,81.62,3.88,1.0,0.12,13-24 Months,2024-12,2024,2024Q4,High,Medium,39063.47,0
A-9affe6,Company_401,Cybersecurity,US,2023-03-22,other,Pro,7,False,False,11,2,10636,966.9090909090909,127632,39.2,25.41818181818182,True,False,False,10,0.182,47,473,144853,3081.978723404255,16,26,3,54.96,3.0,0.0,58.0,76.0,3.67,1.0,0.0,24+ Months,2023-03,2023,2023Q1,Low,Medium,24577.07,0
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09,organic,Enterprise,22,False,False,16,3,68489,4280.5625,821868,35.2,23.275,True,True,True,15,0.188,76,725,221904,2919.7894736842104,43,38,9,81.93,4.0,1.0,40.25,68.25,3.75,1.0,0.25,24+ Months,2023-05,2023,2023Q2,Very High,High,99630.09,0
A-d4e0d4,Company_403,Fintech,US,2024-10-18,other,Basic,117,False,False,10,1,138060,13806.0,1656720,20.5,17.67,True,True,False,9,0.1,49,488,144771,2954.5102040816328,32,30,6,60.67,4.0,0.0,39.25,76.25,4.0,0.0,0.0,13-24 Months,2024-10,2024,2024Q4,Very High,Medium,243952.02,0
A-c7e58b,Company_404,Healthtech,IN,2023-06-25,other,Pro,3,False,False,7,0,5384,769.1428571428571,64608,34.3,26.357142857142858,False,False,True,4,0.0,34,343,105853,3113.323529411765,18,22,1,43.79,5.0,0.0,30.6,98.4,3.6,1.0,0.0,24+ Months,2023-06,2023,2023Q2,Low,Low,20272.41,0
